gender,data,corr,pcorr,fcorr,fpcorr
M,"[[0.97271573 1.19383879 1.32915888 ... 0.94419667 1.2016115  1.08929917]
 [0.96350327 1.29059957 1.40628636 ... 1.07085659 0.97301898 1.01613996]
 [0.95982912 1.32584893 1.30178863 ... 1.00305306 1.03556412 1.0793558 ]
 ...
 [1.10440575 0.99976678 0.85001662 ... 1.06549042 0.89443657 1.11291953]
 [1.06331506 1.11113803 1.13520232 ... 1.0280596  0.96970124 0.96433948]
 [0.94898927 0.87157597 0.97876031 ... 0.8600459  0.98452792 1.042053  ]]","[[ 1.         -0.00459415 -0.03767682 ...  0.17030869 -0.24095441
   0.05862977]
 [-0.00459415  1.          0.5977442  ...  0.12424687  0.55268316
   0.18911499]
 [-0.03767682  0.5977442   1.         ...  0.16965397  0.34320412
   0.11089258]
 ...
 [ 0.17030869  0.12424687  0.16965397 ...  1.          0.09240458
   0.14012042]
 [-0.24095441  0.55268316  0.34320412 ...  0.09240458  1.
   0.23767344]
 [ 0.05862977  0.18911499  0.11089258 ...  0.14012042  0.23767344
   1.        ]]","[[ 1.          0.96786816 -0.13052612 ...  0.69889126  0.10712757
   0.93321164]
 [ 0.96786816  1.          0.19324276 ... -0.74218055  0.02964495
  -0.85934299]
 [-0.13052612  0.19324276  1.         ...  0.67384572 -0.11102232
  -0.01851511]
 ...
 [ 0.69889126 -0.74218055  0.67384572 ...  1.          0.10506484
  -0.49582728]
 [ 0.10712757  0.02964495 -0.11102232 ...  0.10506484  1.
  -0.35628766]
 [ 0.93321164 -0.85934299 -0.01851511 ... -0.49582728 -0.35628766
   1.        ]]","[[ 0.         -0.00459418 -0.03769466 ...  0.17198456 -0.2457871
   0.05869708]
 [-0.00459418  0.          0.68962991 ...  0.12489221  0.62223632
   0.19141917]
 [-0.03769466  0.68962991  0.         ...  0.17131036  0.35771995
   0.11135052]
 ...
 [ 0.17198456  0.12489221  0.17131036 ...  0.          0.09266894
   0.14104841]
 [-0.2457871   0.62223632  0.35771995 ...  0.09266894  0.
   0.24230681]
 [ 0.05869708  0.19141917  0.11135052 ...  0.14104841  0.24230681
   0.        ]]","[[ 0.          2.0574294  -0.13127505 ...  0.86512983  0.10754022
   1.6827046 ]
 [ 2.0574294   0.          0.19570354 ... -0.95531662  0.02965364
  -1.29082707]
 [-0.13127505  0.19570354  0.         ...  0.81775428 -0.11148188
  -0.01851723]
 ...
 [ 0.86512983 -0.95531662  0.81775428 ...  0.          0.10545401
  -0.5437579 ]
 [ 0.10754022  0.02965364 -0.11148188 ...  0.10545401  0.
  -0.37262732]
 [ 1.6827046  -1.29082707 -0.01851723 ... -0.5437579  -0.37262732
   0.        ]]"
M,"[[0.99436275 1.55383867 1.24465051 ... 1.03446717 1.12845441 1.17034193]
 [1.16244113 1.36695105 1.29961926 ... 0.95068466 0.95515373 1.10668786]
 [0.994467   1.34817883 1.31492727 ... 0.97421078 1.13832167 1.00876967]
 ...
 [1.0088251  1.0730236  0.91233979 ... 1.13175559 0.89334657 1.17541699]
 [1.04284357 0.94403108 0.94132129 ... 0.99323956 0.92896582 1.07420137]
 [1.03556775 1.0305083  1.10626639 ... 1.01916538 1.19222049 0.72457955]]","[[ 1.         -0.04372019 -0.03534426 ...  0.15355807 -0.22884731
   0.17068175]
 [-0.04372019  1.          0.6632962  ... -0.01076843  0.28684473
   0.22861688]
 [-0.03534426  0.6632962   1.         ... -0.01748431  0.35762694
   0.32698499]
 ...
 [ 0.15355807 -0.01076843 -0.01748431 ...  1.         -0.13896828
   0.04122126]
 [-0.22884731  0.28684473  0.35762694 ... -0.13896828  1.
   0.02412482]
 [ 0.17068175  0.22861688  0.32698499 ...  0.04122126  0.02412482
   1.        ]]","[[ 1.          0.0941907   0.0720828  ...  0.36751651 -0.53102
   0.2442889 ]
 [ 0.0941907   1.         -0.36004621 ... -0.20166562 -0.47976083
  -0.08381394]
 [ 0.0720828  -0.36004621  1.         ...  0.47743615 -0.23496871
   0.60089542]
 ...
 [ 0.36751651 -0.20166562  0.47743615 ...  1.          0.17574067
  -0.70069097]
 [-0.53102    -0.47976083 -0.23496871 ...  0.17574067  1.
   0.21041131]
 [ 0.2442889  -0.08381394  0.60089542 ... -0.70069097  0.21041131
   1.        ]]","[[ 0.         -0.04374808 -0.03535899 ...  0.15478241 -0.23297273
   0.17236878]
 [-0.04374808  0.          0.79867649 ... -0.01076884  0.2951247
   0.23272958]
 [-0.03535899  0.79867649  0.         ... -0.01748609  0.37416216
   0.33944854]
 ...
 [ 0.15478241 -0.01076884 -0.01748609 ...  0.         -0.13987338
   0.04124463]
 [-0.23297273  0.2951247   0.37416216 ... -0.13987338  0.
   0.0241295 ]
 [ 0.17236878  0.23272958  0.33944854 ...  0.04124463  0.0241295
   0.        ]]","[[ 0.          0.09447074  0.07220804 ...  0.38554874 -0.59156467
   0.24933016]
 [ 0.09447074  0.         -0.376939   ... -0.20446818 -0.52267356
  -0.08401103]
 [ 0.07220804 -0.376939    0.         ...  0.51965817 -0.23944208
   0.69454745]
 ...
 [ 0.38554874 -0.20446818  0.51965817 ...  0.          0.1775842
  -0.86865666]
 [-0.59156467 -0.52267356 -0.23944208 ...  0.1775842   0.
   0.21360167]
 [ 0.24933016 -0.08401103  0.69454745 ... -0.86865666  0.21360167
   0.        ]]"
M,"[[0.94424519 1.4839065  1.44229401 ... 1.04098292 1.03619184 1.18038621]
 [0.8656509  1.2322217  1.09365252 ... 0.91790876 1.1147085  1.11392859]
 [0.86284145 1.34126845 1.24328908 ... 1.21156533 1.1502028  1.03970192]
 ...
 [1.18551237 1.19370945 1.0038532  ... 1.12316369 1.09914524 0.86639346]
 [1.12388253 0.96774609 0.94340638 ... 0.91083003 1.08476362 1.13688212]
 [1.04571153 1.00038721 0.97767203 ... 0.97546182 0.97604436 0.92468181]]","[[ 1.         -0.14170147 -0.24467936 ...  0.13870478  0.1900548
  -0.06984776]
 [-0.14170147  1.          0.63291114 ...  0.27862619  0.37795601
   0.16892657]
 [-0.24467936  0.63291114  1.         ...  0.31417406  0.36818911
   0.27539624]
 ...
 [ 0.13870478  0.27862619  0.31417406 ...  1.          0.23512706
   0.04286465]
 [ 0.1900548   0.37795601  0.36818911 ...  0.23512706  1.
   0.21541228]
 [-0.06984776  0.16892657  0.27539624 ...  0.04286465  0.21541228
   1.        ]]","[[ 1.          0.59206213 -0.05915973 ...  0.65377301 -0.66415005
   0.51476585]
 [ 0.59206213  1.         -0.30521756 ... -0.49730147  0.84736388
  -0.53465489]
 [-0.05915973 -0.30521756  1.         ...  0.13761888  0.29278356
   0.04834003]
 ...
 [ 0.65377301 -0.49730147  0.13761888 ...  1.          0.51112683
  -0.05361469]
 [-0.66415005  0.84736388  0.29278356 ...  0.51112683  1.
   0.60221541]
 [ 0.51476585 -0.53465489  0.04834003 ... -0.05361469  0.60221541
   1.        ]]","[[ 0.         -0.14266149 -0.24974544 ...  0.1396047   0.19239402
  -0.06996168]
 [-0.14266149  0.          0.74625787 ...  0.28619201  0.39767286
   0.1705615 ]
 [-0.24974544  0.74625787  0.         ...  0.32516989  0.3863266
   0.28269361]
 ...
 [ 0.1396047   0.28619201  0.32516989 ...  0.          0.2396097
   0.04289093]
 [ 0.19239402  0.39767286  0.3863266  ...  0.2396097   0.
   0.21884012]
 [-0.06996168  0.1705615   0.28269361 ...  0.04289093  0.21884012
   0.        ]]","[[ 0.          0.68083525 -0.05922889 ...  0.78186001 -0.80020265
   0.56919229]
 [ 0.68083525  0.         -0.31526313 ... -0.54571454  1.2467291
  -0.59664075]
 [-0.05922889 -0.31526313  0.         ...  0.13849767  0.30160811
   0.04837774]
 ...
 [ 0.78186001 -0.54571454  0.13849767 ...  0.          0.5642539
  -0.05366615]
 [-0.80020265  1.2467291   0.30160811 ...  0.5642539   0.
   0.69661597]
 [ 0.56919229 -0.59664075  0.04837774 ... -0.05366615  0.69661597
   0.        ]]"
M,"[[1.10013676 1.29017206 1.30268814 ... 0.94473268 1.18049993 1.0179119 ]
 [1.10993738 1.22089066 1.33499952 ... 0.97640959 1.12629519 1.07249944]
 [0.92030122 1.12333382 1.2339855  ... 0.86038881 0.99865274 1.02211014]
 ...
 [0.96167626 0.9624305  1.08998814 ... 1.0578555  1.03039102 1.07049417]
 [1.02099951 0.91732364 1.21102128 ... 0.95919245 1.07278404 1.09645791]
 [0.98907264 1.02873742 1.09639555 ... 0.81890413 0.93151194 1.04511715]]","[[ 1.         -0.05479409  0.02846636 ...  0.23713426 -0.10736603
  -0.0367335 ]
 [-0.05479409  1.          0.61291456 ... -0.03180507  0.51063155
   0.27743589]
 [ 0.02846636  0.61291456  1.         ...  0.05018589  0.4983376
   0.26342451]
 ...
 [ 0.23713426 -0.03180507  0.05018589 ...  1.          0.0641823
  -0.1000249 ]
 [-0.10736603  0.51063155  0.4983376  ...  0.0641823   1.
   0.33639657]
 [-0.0367335   0.27743589  0.26342451 ... -0.1000249   0.33639657
   1.        ]]","[[ 1.         -0.03379009  0.45556964 ... -0.14857008 -0.31837447
  -0.13922167]
 [-0.03379009  1.         -0.77336554 ...  0.93983729  0.64895544
   0.85734203]
 [ 0.45556964 -0.77336554  1.         ...  0.90283975  0.79118
   0.8912488 ]
 ...
 [-0.14857008  0.93983729  0.90283975 ...  1.         -0.74625478
  -0.92639145]
 [-0.31837447  0.64895544  0.79118    ... -0.74625478  1.
  -0.75103494]
 [-0.13922167  0.85734203  0.8912488  ... -0.92639145 -0.75103494
   1.        ]]","[[ 0.         -0.05484903  0.02847405 ...  0.24173542 -0.10778146
  -0.03675004]
 [-0.05484903  0.          0.71357633 ... -0.0318158   0.56358371
   0.284902  ]
 [ 0.02847405  0.71357633  0.         ...  0.05022809  0.54709207
   0.26978473]
 ...
 [ 0.24173542 -0.0318158   0.05022809 ...  0.          0.06427065
  -0.10036049]
 [-0.10778146  0.56358371  0.54709207 ...  0.06427065  0.
   0.3500237 ]
 [-0.03675004  0.284902    0.26978473 ... -0.10036049  0.3500237
   0.        ]]","[[ 0.         -0.03380295  0.49170628 ... -0.14967792 -0.32983719
  -0.14013178]
 [-0.03380295  0.         -1.02864802 ...  1.73665337  0.77349207
   1.28322588]
 [ 0.49170628 -1.02864802  0.         ...  1.4873705   1.07457863
   1.42796497]
 ...
 [-0.14967792  1.73665337  1.4873705  ...  0.         -0.96444898
  -1.63232128]
 [-0.32983719  0.77349207  1.07457863 ... -0.96444898  0.
  -0.97532487]
 [-0.14013178  1.28322588  1.42796497 ... -1.63232128 -0.97532487
   0.        ]]"
M,"[[0.84284245 1.52051379 1.32000273 ... 1.1227982  1.11392404 1.06482795]
 [1.16707374 1.33234602 1.67869181 ... 1.02304546 1.20602904 1.2607126 ]
 [0.93751255 1.06725398 1.07042377 ... 1.11196039 1.00984283 1.00044726]
 ...
 [1.03469868 0.93196682 0.88587417 ... 0.91309319 0.88338686 1.15002961]
 [1.00897568 0.91425652 0.97772099 ... 0.94472638 1.19065934 0.88699835]
 [1.08584092 0.89316166 1.16427352 ... 1.04270713 1.10212719 1.05703911]]","[[ 1.         -0.08344363 -0.08749641 ... -0.11904786 -0.08784282
  -0.25933078]
 [-0.08344363  1.          0.53390323 ...  0.17792579  0.38557152
   0.10191294]
 [-0.08749641  0.53390323  1.         ...  0.28067962  0.44925601
   0.19075979]
 ...
 [-0.11904786  0.17792579  0.28067962 ...  1.          0.22059854
  -0.00617491]
 [-0.08784282  0.38557152  0.44925601 ...  0.22059854  1.
   0.12383775]
 [-0.25933078  0.10191294  0.19075979 ... -0.00617491  0.12383775
   1.        ]]","[[ 1.         -0.55249648 -0.35690634 ...  0.71958751 -0.85029061
   0.42790155]
 [-0.55249648  1.         -0.67739324 ...  0.59575436 -0.6797561
   0.21856553]
 [-0.35690634 -0.67739324  1.         ...  0.28289779 -0.53251708
   0.53879325]
 ...
 [ 0.71958751  0.59575436  0.28289779 ...  1.          0.67964758
  -0.43237414]
 [-0.85029061 -0.6797561  -0.53251708 ...  0.67964758  1.
   0.55917657]
 [ 0.42790155  0.21856553  0.53879325 ... -0.43237414  0.55917657
   1.        ]]","[[ 0.         -0.08363811 -0.08772072 ... -0.11961509 -0.08806981
  -0.2653908 ]
 [-0.08363811  0.          0.59558881 ...  0.17983985  0.40658772
   0.10226799]
 [-0.08772072  0.59558881  0.         ...  0.28841966  0.48376777
   0.19312553]
 ...
 [-0.11961509  0.17983985  0.28841966 ...  0.          0.22428518
  -0.00617499]
 [-0.08806981  0.40658772  0.48376777 ...  0.22428518  0.
   0.12447669]
 [-0.2653908   0.10226799  0.19312553 ... -0.00617499  0.12447669
   0.        ]]","[[ 0.         -0.62196757 -0.37333613 ...  0.90678902 -1.25720098
   0.45732505]
 [-0.62196757  0.         -0.82428105 ...  0.68653958 -0.8286605
   0.22214918]
 [-0.37333613 -0.82428105  0.         ...  0.29082916 -0.593652
   0.60245369]
 ...
 [ 0.90678902  0.68653958  0.29082916 ...  0.          0.82845878
  -0.46281304]
 [-1.25720098 -0.8286605  -0.593652   ...  0.82845878  0.
   0.63163436]
 [ 0.45732505  0.22214918  0.60245369 ... -0.46281304  0.63163436
   0.        ]]"
M,"[[0.97689394 1.36401065 1.24261495 ... 0.87713558 1.00490842 0.99445953]
 [1.08836325 1.67565315 1.31471087 ... 1.01659499 1.07629106 1.15640652]
 [0.86408188 1.22180769 1.43220047 ... 1.26777642 1.01991769 1.10798514]
 ...
 [0.97426089 0.98679456 1.15895961 ... 0.90960671 1.12486063 0.91474103]
 [0.83868077 1.01628089 0.88364304 ... 1.07824401 1.06686657 0.90722722]
 [1.02426891 1.04108775 1.04003823 ... 1.0653296  1.12698433 1.1095522 ]]","[[1.         0.0226037  0.15805741 ... 0.03388262 0.09750586 0.09014332]
 [0.0226037  1.         0.61264555 ... 0.25980869 0.39851823 0.18299121]
 [0.15805741 0.61264555 1.         ... 0.11898776 0.40182481 0.2453784 ]
 ...
 [0.03388262 0.25980869 0.11898776 ... 1.         0.13579082 0.02609405]
 [0.09750586 0.39851823 0.40182481 ... 0.13579082 1.         0.13860142]
 [0.09014332 0.18299121 0.2453784  ... 0.02609405 0.13860142 1.        ]]","[[ 1.          0.37508621  0.39083138 ... -0.41227438  0.06402513
   0.03038906]
 [ 0.37508621  1.         -0.42240198 ...  0.3217711  -0.10620337
  -0.15212467]
 [ 0.39083138 -0.42240198  1.         ...  0.33845039 -0.54702328
   0.39792354]
 ...
 [-0.41227438  0.3217711   0.33845039 ...  1.         -0.03840139
   0.0656089 ]
 [ 0.06402513 -0.10620337 -0.54702328 ... -0.03840139  1.
   0.59837954]
 [ 0.03038906 -0.15212467  0.39792354 ...  0.0656089   0.59837954
   1.        ]]","[[0.         0.02260755 0.15939371 ... 0.03389559 0.09781664 0.09038868]
 [0.02260755 0.         0.71314557 ... 0.26590324 0.42188616 0.18507579]
 [0.15939371 0.71314557 0.         ... 0.11955412 0.42582322 0.25048913]
 ...
 [0.03389559 0.26590324 0.11955412 ... 0.         0.1366348  0.02609998]
 [0.09781664 0.42188616 0.42582322 ... 0.1366348  0.         0.13949932]
 [0.09038868 0.18507579 0.25048913 ... 0.02609998 0.13949932 0.        ]]","[[ 0.          0.394329    0.41278093 ... -0.43834826  0.06411283
   0.03039842]
 [ 0.394329    0.         -0.45061205 ...  0.33362151 -0.10660539
  -0.15331472]
 [ 0.41278093 -0.45061205  0.         ...  0.35234141 -0.61412359
   0.42117939]
 ...
 [-0.43834826  0.33362151  0.35234141 ...  0.         -0.03842028
   0.06570328]
 [ 0.06411283 -0.10660539 -0.61412359 ... -0.03842028  0.
   0.69061904]
 [ 0.03039842 -0.15331472  0.42117939 ...  0.06570328  0.69061904
   0.        ]]"
M,"[[1.06389148 1.31841788 1.21928211 ... 1.15119029 0.98301207 1.0065683 ]
 [0.95069842 1.40247393 1.1217576  ... 0.99651403 1.35086559 1.09203749]
 [1.14028365 1.27654249 1.43540619 ... 0.87953431 1.18988915 1.14427666]
 ...
 [1.035579   1.18797904 0.89996997 ... 0.98326427 1.11602429 0.91232577]
 [1.01762847 1.11552926 0.883925   ... 1.046369   0.96414812 1.22704911]
 [1.00510032 1.105551   1.12773068 ... 0.97664886 1.04513607 0.98709684]]","[[ 1.          0.01690528  0.04357951 ... -0.14444392  0.08377855
   0.0095528 ]
 [ 0.01690528  1.          0.51861654 ...  0.15391266  0.55749582
   0.15359396]
 [ 0.04357951  0.51861654  1.         ...  0.02056657  0.44594269
   0.23357172]
 ...
 [-0.14444392  0.15391266  0.02056657 ...  1.         -0.04792843
  -0.03866949]
 [ 0.08377855  0.55749582  0.44594269 ... -0.04792843  1.
   0.19260371]
 [ 0.0095528   0.15359396  0.23357172 ... -0.03866949  0.19260371
   1.        ]]","[[ 1.         -0.59603894  0.41144371 ...  0.54722639 -0.54726096
  -0.54682601]
 [-0.59603894  1.          0.51412611 ...  0.6672883  -0.68577749
  -0.90290321]
 [ 0.41144371  0.51412611  1.         ... -0.71427206  0.87722457
   0.72747144]
 ...
 [ 0.54722639  0.6672883  -0.71427206 ...  1.          0.80360705
   0.75045419]
 [-0.54726096 -0.68577749  0.87722457 ...  0.80360705  1.
  -0.84914406]
 [-0.54682601 -0.90290321  0.72747144 ...  0.75045419 -0.84914406
   1.        ]]","[[ 0.          0.01690689  0.04360713 ... -0.14546125  0.08397539
   0.0095531 ]
 [ 0.01690689  0.          0.57444544 ...  0.15514558  0.62919232
   0.15481917]
 [ 0.04360713  0.57444544  0.         ...  0.02056947  0.47962432
   0.23796398]
 ...
 [-0.14546125  0.15514558  0.02056947 ...  0.         -0.04796518
  -0.03868878]
 [ 0.08397539  0.62919232  0.47962432 ... -0.04796518  0.
   0.19503979]
 [ 0.0095531   0.15481917  0.23796398 ... -0.03868878  0.19503979
   0.        ]]","[[ 0.         -0.68698084  0.4373479  ...  0.61441347 -0.61446282
  -0.61384212]
 [-0.68698084  0.          0.56832232 ...  0.80583873 -0.83994039
  -1.48771386]
 [ 0.4373479   0.56832232  0.         ... -0.89585185  1.36359637
   0.9233353 ]
 ...
 [ 0.61441347  0.80583873 -0.89585185 ...  0.          1.10871317
   0.97399403]
 [-0.61446282 -0.83994039  1.36359637 ...  1.10871317  0.
  -1.25307638]
 [-0.61384212 -1.48771386  0.9233353  ...  0.97399403 -1.25307638
   0.        ]]"
M,"[[0.91488211 1.34164563 1.17485359 ... 1.02088857 1.23425598 0.97259967]
 [1.08848434 1.33222504 1.32294494 ... 1.01987306 1.01043006 1.0730233 ]
 [1.03654603 1.36060202 1.04092822 ... 0.85077268 1.28830182 0.96311602]
 ...
 [1.02093555 0.99626407 1.04479081 ... 0.98779175 0.79826417 1.13472826]
 [0.99317472 0.89192649 1.0301049  ... 0.76554908 0.85805903 0.77766491]
 [0.8222623  0.80811548 1.02097037 ... 0.94543181 1.08619825 1.07497092]]","[[ 1.          0.21669117  0.09400885 ...  0.07891951 -0.02468419
  -0.02108678]
 [ 0.21669117  1.          0.70242131 ...  0.30363298  0.47873132
   0.0800636 ]
 [ 0.09400885  0.70242131  1.         ...  0.26985395  0.45635887
   0.16782275]
 ...
 [ 0.07891951  0.30363298  0.26985395 ...  1.          0.14583789
   0.14351378]
 [-0.02468419  0.47873132  0.45635887 ...  0.14583789  1.
   0.19585393]
 [-0.02108678  0.0800636   0.16782275 ...  0.14351378  0.19585393
   1.        ]]","[[ 1.          0.09111909 -0.4635584  ...  0.17934493 -0.31019256
  -0.37947664]
 [ 0.09111909  1.         -0.39590841 ... -0.18581731 -0.13460442
  -0.70973529]
 [-0.4635584  -0.39590841  1.         ... -0.56115283 -0.3148533
  -0.72113108]
 ...
 [ 0.17934493 -0.18581731 -0.56115283 ...  1.         -0.18459267
  -0.27318064]
 [-0.31019256 -0.13460442 -0.3148533  ... -0.18459267  1.
  -0.30494427]
 [-0.37947664 -0.70973529 -0.72113108 ... -0.27318064 -0.30494427
   1.        ]]","[[ 0.          0.22018164  0.09428727 ...  0.07908397 -0.02468921
  -0.02108991]
 [ 0.22018164  0.          0.87206406 ...  0.3135167   0.52133709
   0.08023533]
 [ 0.09428727  0.87206406  0.         ...  0.2767063   0.49270266
   0.16942547]
 ...
 [ 0.07908397  0.3135167   0.2767063  ...  0.          0.14688522
   0.14451142]
 [-0.02468921  0.52133709  0.49270266 ...  0.14688522  0.
   0.19841744]
 [-0.02108991  0.08023533  0.16942547 ...  0.14451142  0.19841744
   0.        ]]","[[ 0.          0.09137253 -0.50183415 ...  0.18130577 -0.32075846
  -0.3994481 ]
 [ 0.09137253  0.         -0.41878742 ... -0.18800138 -0.13542631
  -0.88665027]
 [-0.50183415 -0.41878742  0.         ... -0.63451431 -0.3259237
  -0.90999756]
 ...
 [ 0.18130577 -0.18800138 -0.63451431 ...  0.         -0.18673324
  -0.28029776]
 [-0.32075846 -0.13542631 -0.3259237  ... -0.18673324  0.
  -0.31496179]
 [-0.3994481  -0.88665027 -0.90999756 ... -0.28029776 -0.31496179
   0.        ]]"
M,"[[1.11057252 1.49133388 1.10596961 ... 1.22231962 1.04710229 1.01005397]
 [1.0270857  1.47626707 1.31685209 ... 0.84216263 1.12124732 1.04884111]
 [0.90430909 1.30613247 1.07221083 ... 0.83394823 1.22064274 0.94658078]
 ...
 [0.95780967 1.03547775 0.83212113 ... 1.05006479 0.91000747 1.07149951]
 [1.05407838 0.93230281 1.07612318 ... 0.86893757 0.91967152 1.02195913]
 [0.87280541 0.9262274  1.13668138 ... 1.01494232 0.97051941 1.01145053]]","[[ 1.          0.03572812 -0.00680097 ...  0.00205276  0.12905379
  -0.01122973]
 [ 0.03572812  1.          0.63291836 ...  0.17233395  0.21757777
   0.20927362]
 [-0.00680097  0.63291836  1.         ...  0.11491111  0.25516106
   0.2810696 ]
 ...
 [ 0.00205276  0.17233395  0.11491111 ...  1.         -0.08520026
   0.09473205]
 [ 0.12905379  0.21757777  0.25516106 ... -0.08520026  1.
  -0.04817778]
 [-0.01122973  0.20927362  0.2810696  ...  0.09473205 -0.04817778
   1.        ]]","[[ 1.          0.76852833 -0.62979768 ... -0.54554627  0.58829511
  -0.19829065]
 [ 0.76852833  1.          0.65418821 ...  0.45766281 -0.65488535
   0.22763   ]
 [-0.62979768  0.65418821  1.         ... -0.67722024  0.38563838
  -0.47412946]
 ...
 [-0.54554627  0.45766281 -0.67722024 ...  1.         -0.05598351
  -0.27087946]
 [ 0.58829511 -0.65488535  0.38563838 ... -0.05598351  1.
   0.20232931]
 [-0.19829065  0.22763    -0.47412946 ... -0.27087946  0.20232931
   1.        ]]","[[ 0.          0.03574334 -0.00680107 ...  0.00205277  0.12977749
  -0.0112302 ]
 [ 0.03574334  0.          0.74626991 ...  0.17407106  0.2211121
   0.21241157]
 [-0.00680107  0.74626991  0.         ...  0.11542094  0.26092559
   0.28884305]
 ...
 [ 0.00205277  0.17407106  0.11542094 ...  0.         -0.08540732
   0.09501697]
 [ 0.12977749  0.2211121   0.26092559 ... -0.08540732  0.
  -0.04821511]
 [-0.0112302   0.21241157  0.28884305 ...  0.09501697 -0.04821511
   0.        ]]","[[ 0.          1.01672278 -0.74108075 ... -0.6120183   0.67505483
  -0.20095261]
 [ 1.01672278  0.          0.78258549 ...  0.49435084 -0.78380517
   0.23168852]
 [-0.74108075  0.78258549  0.         ... -0.82396142  0.40666626
  -0.51538391]
 ...
 [-0.6120183   0.49435084 -0.82396142 ...  0.         -0.05604211
  -0.27781268]
 [ 0.67505483 -0.78380517  0.40666626 ... -0.05604211  0.
   0.20516011]
 [-0.20095261  0.23168852 -0.51538391 ... -0.27781268  0.20516011
   0.        ]]"
M,"[[1.10419922 1.24468474 1.25064866 ... 1.12656902 1.10035524 1.06592569]
 [1.21115451 1.17043635 1.29585328 ... 1.14771375 1.14383446 0.96060556]
 [1.08386324 0.97997293 1.22688826 ... 0.89315799 1.03282752 1.11914831]
 ...
 [0.88660341 1.14441473 0.87303715 ... 1.13001313 1.00778654 1.08706358]
 [0.94797905 0.99228876 0.97458531 ... 0.95358444 1.02295335 0.96053854]
 [0.98750476 1.02169785 1.1208248  ... 1.16108007 1.07365319 1.01232083]]","[[ 1.          0.01634582  0.02179943 ...  0.16985797 -0.11488842
  -0.05653922]
 [ 0.01634582  1.          0.67115434 ...  0.174218    0.20666108
   0.00842041]
 [ 0.02179943  0.67115434  1.         ...  0.26518549  0.31686561
   0.04541065]
 ...
 [ 0.16985797  0.174218    0.26518549 ...  1.          0.31676946
   0.06712163]
 [-0.11488842  0.20666108  0.31686561 ...  0.31676946  1.
  -0.03666264]
 [-0.05653922  0.00842041  0.04541065 ...  0.06712163 -0.03666264
   1.        ]]","[[ 1.          0.95187234 -0.97867068 ...  0.40585007 -0.14492592
   0.7018558 ]
 [ 0.95187234  1.          0.9575328  ... -0.44971216  0.16796722
  -0.72149791]
 [-0.97867068  0.9575328   1.         ...  0.45548961 -0.18302336
   0.6828393 ]
 ...
 [ 0.40585007 -0.44971216  0.45548961 ...  1.          0.85446407
  -0.42015869]
 [-0.14492592  0.16796722 -0.18302336 ...  0.85446407  1.
   0.09907846]
 [ 0.7018558  -0.72149791  0.6828393  ... -0.42015869  0.09907846
   1.        ]]","[[ 0.          0.01634727  0.02180288 ...  0.17152041 -0.11539795
  -0.05659958]
 [ 0.01634727  0.          0.81284068 ...  0.17601343  0.20968093
   0.00842061]
 [ 0.02180288  0.81284068  0.         ...  0.27167796  0.32815902
   0.0454419 ]
 ...
 [ 0.17152041  0.17601343  0.27167796 ...  0.          0.32805214
   0.06722271]
 [-0.11539795  0.20968093  0.32815902 ...  0.32805214  0.
  -0.03667908]
 [-0.05659958  0.00842061  0.0454419  ...  0.06722271 -0.03667908
   0.        ]]","[[ 0.          1.85134366 -2.26504895 ...  0.43063287 -0.14595356
   0.87094866]
 [ 1.85134366  0.          1.91535404 ... -0.48433941  0.16957413
  -0.91076225]
 [-2.26504895  1.91535404  0.         ...  0.4916053  -0.18510905
   0.83441456]
 ...
 [ 0.43063287 -0.48433941  0.4916053  ...  0.          1.27246403
  -0.44788472]
 [-0.14595356  0.16957413 -0.18510905 ...  1.27246403  0.
   0.09940458]
 [ 0.87094866 -0.91076225  0.83441456 ... -0.44788472  0.09940458
   0.        ]]"
